Region,Gender,Handedness,Jacket,Age,Colour,Vote
east,female,right,part,new,black,Hillary
east,male,right,full,new,white,Donald
east,female,right,full,new,black,Bernie
west,female,right,full,new,black,Donald
west,female,right,full,new,white,Ted
east,female,right,full,new,black,Bernie
east,female,right,full,worn,white,Donald
east,female,left,full,new,black,Ted
east,female,right,full,new,white,Ted
east,female,right,full,new,black,Ted
east,female,right,never,old,black,Donald
west,male,right,never,new,black,Ted
east,male,right,full,worn,white,Donald
east,female,right,full,new,white,Donald
south,female,right,part,old,black,Hillary
south,male,right,full,worn,white,Hillary
west,female,right,part,new,white,Ted
east,female,right,full,new,white,Ted
east,male,right,part,new,black,Ted
east,male,right,full,worn,black,Bernie
east,female,right,full,new,white,Donald
east,female,right,full,new,black,Hillary
north,female,right,never,worn,black,Bernie
north,female,right,full,old,white,Hillary
east,female,left,full,new,white,Hillary
east,female,right,part,old,white,Donald
west,male,right,full,new,white,Ted
east,female,right,full,new,white,Ted
east,male,right,full,new,white,Ted
north,female,right,full,new,white,Ted
north,female,right,full,old,white,Donald
north,female,right,never,worn,white,Ted
east,female,right,never,worn,white,Donald
east,female,right,part,new,black,Donald
north,female,left,part,worn,white,Ted
east,female,right,full,new,white,Donald
east,female,right,full,new,white,Donald
east,female,right,full,new,black,Donald
south,female,right,full,new,white,Hillary
north,male,right,full,worn,white,Donald
east,female,right,never,new,black,Hillary
east,male,right,full,new,white,Donald
north,female,left,full,worn,white,Donald
east,male,right,full,worn,white,Bernie
east,female,right,full,new,white,Donald
east,male,right,full,new,white,Hillary
east,male,right,full,new,white,Ted
west,female,right,full,new,white,Ted
west,female,right,full,new,white,Hillary
north,female,right,full,new,white,Hillary
east,female,right,full,worn,black,Donald
west,female,right,never,new,white,Bernie
west,female,right,full,new,white,Ted
east,female,left,never,new,white,Hillary
west,female,right,full,worn,white,Donald
west,male,right,part,new,black,Hillary
east,female,right,full,new,white,Donald
east,male,right,part,new,black,Bernie
east,female,right,full,new,white,Ted
north,female,right,full,old,black,Ted
east,female,left,full,new,white,Donald
north,female,right,full,new,white,Hillary
south,female,right,full,old,white,Hillary
east,female,right,full,worn,white,Donald
north,female,right,full,new,white,Donald
east,male,right,full,new,white,Ted
east,male,right,part,new,black,Bernie
east,female,right,full,new,white,Donald
north,male,right,full,old,white,Hillary
west,male,right,full,new,white,Donald
east,female,left,part,new,black,Donald
east,male,right,full,worn,white,Donald
west,male,right,part,worn,black,Hillary
east,female,right,full,new,white,Hillary
north,male,left,full,worn,white,Donald
east,male,right,full,worn,white,Donald
east,female,right,full,worn,white,Donald
east,female,right,full,new,black,Donald
east,male,right,full,new,white,Hillary
east,female,right,full,old,white,Ted
east,male,right,full,new,white,Ted
east,female,right,full,new,white,Donald
west,male,right,full,worn,white,Bernie
west,female,right,full,worn,white,Bernie
east,female,right,part,new,black,Bernie
east,female,right,full,new,black,Hillary
south,female,right,part,worn,white,Hillary
south,male,right,part,worn,black,Hillary
south,male,left,full,new,white,Hillary
north,female,left,never,new,white,Hillary
south,female,right,part,worn,black,Hillary
east,male,right,full,new,white,Donald
north,female,right,never,worn,black,Bernie
north,female,left,full,worn,white,Donald
west,female,right,full,new,white,Bernie
east,female,right,full,old,white,Donald
west,female,left,part,new,white,Bernie
west,female,right,full,new,black,Donald
south,male,left,full,new,black,Ted
west,female,right,full,new,black,Donald
east,female,right,full,new,black,Bernie
east,female,right,never,new,black,Ted
east,female,left,full,worn,white,Ted
west,male,right,full,new,white,Ted
east,female,right,full,new,white,Donald
east,female,right,never,new,black,Hillary
east,female,right,part,new,white,Donald
east,female,right,full,worn,white,Donald
west,female,right,never,new,black,Ted
east,female,right,part,old,black,Hillary
west,female,right,full,old,white,Bernie
east,female,right,full,new,white,Hillary
north,male,right,full,new,white,Bernie
north,female,right,full,worn,white,Hillary
east,male,right,full,new,white,Donald
west,female,right,full,new,black,Bernie
east,male,right,part,new,black,Hillary
north,male,right,full,old,white,Hillary
west,male,right,full,new,white,Hillary
north,female,right,part,old,black,Ted
west,female,right,full,new,black,Donald
east,female,left,never,new,white,Donald
west,female,right,never,worn,white,Hillary
east,female,right,full,new,white,Hillary
east,female,right,full,worn,black,Hillary
east,female,right,part,new,black,Hillary
east,female,right,full,new,black,Ted
west,female,right,never,new,black,Hillary
south,male,right,part,old,black,Hillary
north,female,right,part,worn,white,Donald
east,male,right,full,new,white,Hillary
east,male,right,full,new,white,Donald
east,female,right,full,new,white,Ted
south,female,right,never,worn,white,Ted
east,female,right,full,new,white,Hillary
east,female,right,never,new,white,Ted
east,female,right,full,new,black,Donald
east,female,right,full,new,black,Donald
east,female,right,never,new,black,Donald
east,male,right,never,new,black,Bernie
south,male,right,full,worn,white,Bernie
north,female,right,full,new,white,Bernie
north,female,right,never,worn,white,Donald
west,male,right,full,new,white,Ted
north,female,right,full,worn,black,Hillary
west,male,right,full,worn,white,Bernie
north,male,right,full,new,white,Hillary
east,female,right,full,new,white,Donald
east,female,right,full,new,white,Ted
east,female,right,part,new,black,Donald
east,male,right,full,new,white,Hillary
north,female,right,full,worn,black,Bernie
east,female,left,never,new,white,Donald
north,male,right,full,new,black,Hillary
west,male,right,full,new,white,Hillary
east,male,right,full,new,white,Ted
east,female,right,full,new,white,Ted
east,male,right,full,new,white,Ted
west,male,right,full,old,black,Ted
west,female,right,full,new,white,Donald
east,female,right,full,new,black,Ted
west,female,right,full,new,white,Ted
east,female,left,never,new,white,Donald
east,female,right,full,new,white,Donald
west,female,left,full,worn,white,Donald
east,female,right,full,new,white,Donald
east,male,right,full,new,white,Donald
east,female,left,full,worn,white,Bernie
east,male,right,full,new,white,Donald
north,female,right,full,new,white,Ted
north,female,right,part,worn,black,Bernie
east,female,right,full,new,black,Bernie
south,female,left,full,worn,white,Donald
south,female,right,full,new,white,Hillary
west,female,right,part,new,black,Hillary
east,female,right,part,new,white,Donald
east,female,right,never,new,white,Donald
west,female,right,full,worn,white,Bernie
west,male,right,full,worn,white,Ted
west,male,left,full,new,white,Ted
west,male,right,full,new,white,Ted
north,male,right,never,old,white,Hillary
west,female,right,never,new,white,Ted
north,male,right,part,old,black,Hillary
west,male,right,full,new,white,Bernie
north,female,right,full,old,white,Hillary
east,female,right,full,new,black,Donald
east,female,right,full,old,white,Ted
east,female,right,never,new,white,Ted
north,female,right,full,worn,black,Bernie
east,female,right,full,new,white,Donald
east,female,right,full,worn,black,Hillary
east,male,right,full,new,white,Hillary
east,male,right,never,new,white,Hillary
east,female,right,full,new,white,Hillary
north,female,right,full,worn,black,Hillary
north,female,right,never,old,black,Ted
east,female,right,part,old,black,Donald
east,male,right,full,new,white,Donald
west,female,right,full,worn,black,Hillary
east,male,right,part,new,black,Bernie
east,female,right,never,new,white,Ted
east,female,left,full,worn,white,Donald
east,female,right,part,worn,white,Bernie
east,male,right,part,new,black,Ted
north,female,right,part,old,black,Bernie
east,female,right,never,new,white,Donald
east,male,right,full,old,white,Ted
south,female,right,never,worn,white,Hillary
east,female,right,full,worn,black,Bernie
east,female,right,never,new,white,Donald
east,female,right,part,worn,black,Hillary
east,female,right,never,new,white,Hillary
east,male,right,full,worn,white,Donald
east,female,right,full,new,white,Donald
north,male,right,full,new,white,Donald
east,female,right,part,new,black,Hillary
north,male,right,full,worn,white,Hillary
east,female,right,full,new,white,Donald
east,female,right,full,new,white,Ted
west,female,right,part,new,white,Hillary
east,male,right,part,new,black,Hillary
south,male,right,full,worn,white,Hillary
north,female,right,full,new,black,Hillary
north,male,right,full,new,white,Donald
east,male,right,full,new,white,Donald
east,male,right,full,new,white,Bernie
south,male,right,full,new,white,Ted
east,male,right,full,worn,white,Donald
north,female,right,part,old,black,Hillary
north,male,right,full,new,white,Donald
east,female,right,full,new,white,Donald
north,female,right,part,old,white,Ted
west,female,right,full,worn,black,Ted
north,female,right,part,worn,black,Donald
west,female,right,never,worn,white,Hillary
north,female,right,part,worn,white,Donald
east,female,right,never,new,white,Donald
north,male,right,part,old,black,Hillary
east,female,right,full,new,white,Hillary
east,female,right,never,new,white,Hillary
west,male,right,full,worn,white,Bernie
south,male,right,never,worn,black,Hillary
east,female,right,full,new,white,Donald
east,male,right,full,new,white,Donald
west,female,right,never,new,white,Bernie
east,female,right,part,new,white,Donald
north,female,right,full,old,white,Donald
west,female,right,part,new,black,Bernie
south,male,right,never,new,black,Ted
west,female,right,part,old,black,Hillary
west,female,left,part,new,white,Hillary
north,male,right,full,worn,white,Donald
east,male,right,part,new,black,Ted
west,female,left,full,worn,white,Hillary
north,female,right,full,new,white,Donald
north,male,right,part,worn,black,Hillary
east,male,right,full,worn,black,Donald
east,female,right,full,old,white,Donald
west,female,right,full,worn,white,Ted
south,female,right,part,worn,black,Ted
east,female,right,never,old,black,Hillary
east,male,right,full,new,white,Hillary
east,female,right,part,new,white,Hillary
north,female,right,full,new,black,Hillary
east,female,right,part,new,white,Hillary
east,female,right,never,new,white,Ted
east,female,right,full,new,black,Hillary
east,female,right,part,new,black,Bernie
west,female,right,part,new,black,Hillary
south,male,right,full,old,black,Hillary
west,male,right,full,new,white,Bernie
west,male,right,full,worn,white,Bernie
west,female,right,part,new,black,Bernie
east,female,right,full,new,white,Ted
east,male,right,part,new,black,Bernie
west,female,right,full,new,white,Donald
north,female,left,full,worn,white,Hillary
south,female,right,full,worn,white,Ted
east,female,right,full,new,white,Ted
east,male,right,part,new,black,Bernie
east,male,right,full,new,white,Hillary
east,female,right,part,new,black,Hillary
east,male,right,full,new,white,Ted
west,female,right,full,new,black,Hillary
east,male,right,full,new,white,Ted
east,female,right,full,new,white,Bernie
west,female,right,full,new,white,Donald
south,female,right,full,old,white,Hillary
north,female,right,full,old,white,Hillary
east,female,right,never,new,black,Bernie
south,female,right,full,worn,white,Ted
east,female,right,never,new,white,Hillary
east,male,right,part,new,black,Donald
west,female,right,full,new,white,Ted
north,male,right,full,old,white,Donald
west,female,right,never,worn,white,Ted
east,male,right,never,new,black,Hillary
east,female,left,full,worn,white,Ted
east,female,right,part,new,black,Hillary
